ShipmentID,DateKey,CustomerID,ProductID,CarrierID,VehicleID,WarehouseID,EmployeeID,RouteID,ShipmentStatus,DeliveryMode,ShippingPriority,PaymentMethod,WeatherCondition,TrafficCondition,OrderQuantity,PackageWeightKg,PackageVolumeM3,DistanceKm,ShippingCost,OrderValue,HandlingTimeHours,LoadingTimeHours,WarehouseProcessingTimeHours,FuelConsumptionLiters,PromisedDeliveryDays,ActualDeliveryDays,DeliveryTimeHours,NumPreviousDelaysCustomer,Late_Delivery
21756,20230624,950,650,4,76,12,7.0,78,Delivered,Air,Standard,Prepaid,Storm,Low,13,82.67,0.9081,1407.3,1845.26,1592.04,0.79,0.67,4.63,204.38,5,5,109.8,3,0
21757,20240204,2609,100,4,72,21,353.0,277,Delivered,Air,Standard,Credit Terms,Clear,Low,19,68.02,1.3777,1738.0,2110.68,2352.72,1.27,1.39,1.96,169.67,6,6,141.0,2,0
21758,20240112,2347,739,4,230,19,266.0,33,Delivered,Road,Standard,Prepaid,Storm,Low,7,24.18,1.2433,1884.4,3105.22,8125.52,2.24,0.33,4.03,161.66,6,6,137.7,1,0
21759,20230713,569,701,1,243,13,93.0,178,Delivered,Air,Standard,Prepaid,Clear,Medium,18,135.17,1.0376,1179.4,1955.26,7294.36,1.8,1.15,3.52,148.71,4,4,94.3,2,0
21760,20230329,1954,309,5,279,11,299.0,335,Delivered,Air,Standard,COD,Rain,High,23,61.16,1.5209,1465.7,1967.42,4062.03,1.41,0.74,2.9,201.06,5,5,111.2,1,0
21761,20240516,795,556,9,344,16,865.0,129,Delivered,Sea,Standard,COD,Clear,Low,19,13.26,2.58,2034.4,1906.71,902.74,1.72,1.13,3.36,277.38,7,7,168.0,1,0
21762,20230223,2970,146,10,176,2,653.0,68,Delivered,Road,Express,COD,Clear,Low,21,111.78,1.53,807.5,1663.26,4764.28,0.49,0.72,1.75,131.95,2,1,26.2,1,0
21763,20230425,986,117,1,228,22,254.0,202,Delivered,Road,Standard,COD,Clear,Low,20,44.5,3.3506,480.5,785.27,4672.82,0.94,0.71,1.12,76.9,3,2,47.1,1,0
21764,20230405,254,530,2,171,2,662.0,222,Delivered,Air,Standard,COD,Storm,High,7,14.32,0.2886,703.0,1232.96,6089.65,1.88,1.38,3.7,84.82,3,8,185.2,3,1
21765,20230115,2972,530,5,304,8,448.0,123,Delivered,Road,Standard,Credit Terms,Clear,Low,19,28.55,0.797,1821.5,1731.61,6974.43,2.08,0.67,2.72,276.15,6,6,139.8,1,0
21766,20231122,1824,242,2,152,19,629.0,254,Delivered,Rail,Standard,Credit Terms,Rain,Low,5,81.66,0.4962,1614.3,1777.92,2883.08,0.97,1.27,5.58,140.06,6,6,148.7,1,0
21767,20231129,2723,389,7,388,22,213.0,284,Delivered,Rail,Standard,Prepaid,Rain,Low,21,54.52,2.6769,397.4,729.81,4846.0,0.86,0.94,1.35,37.81,2,2,50.3,2,0
21768,20240912,2676,421,7,303,24,26.0,226,Delivered,Road,Standard,COD,Clear,Medium,4,19.03,0.3322,1210.9,1479.1,4411.41,1.63,1.52,5.75,211.54,5,5,126.0,1,0
21769,20230503,1346,453,8,431,16,507.0,277,In Transit,Road,Standard,Prepaid,Rain,Low,2,1.58,0.0298,1750.2,2542.89,2406.92,1.93,0.39,2.6,160.45,6,5,118.8,1,0
21770,20240412,1325,228,10,423,17,861.0,122,Delivered,Rail,Standard,Credit Terms,Clear,Low,24,106.49,1.9239,959.1,1376.69,6479.17,0.67,1.46,3.52,87.78,4,4,89.5,1,0
21771,20221129,2534,663,2,74,18,99.0,81,Delivered,air,Express,COD,Extreme Heat,High,10,91.29,0.2848,1468.9,1673.12,7029.75,1.64,0.71,1.89,282.16,3,3,69.2,1,0
21772,20241121,1138,483,8,148,27,408.0,312,Delivered,Road,Standard,Prepaid,Clear,Medium,17,43.12,2.9394,594.7,938.37,7538.05,2.19,2.07,1.96,59.92,3,3,75.4,0,0
21773,20240928,700,381,7,220,26,629.0,152,Delivered,Road,Express,COD,Rain,HIGH ,8,47.15,1.243,588.9,1310.63,2199.58,2.74,1.37,1.92,126.51,2,1,23.2,1,0
21774,20231011,1700,416,8,267,14,812.0,38,Delivered,Road,Standard,Prepaid,Fog,Medium,9,17.84,0.7749,1681.5,2718.28,1391.8,1.71,2.08,3.38,307.81,6,6,146.6,0,0
21775,20240303,1778,231,3,47,29,156.0,49,Delivered,Rail,Standard,Credit Terms,Clear,Low,12,11.02,1.132,1948.5,2830.93,5251.76,1.07,0.61,0.88,202.4,6,10,235.1,1,1
21776,20230928,2466,274,2,282,8,767.0,343,Delivered,Rail,Express,Prepaid,Rain,High,2,1.17,0.1719,2408.4,3309.65,4419.22,1.25,1.05,2.32,414.02,5,12,287.5,2,1
21777,20220804,486,625,7,191,10,859.0,2,Delivered,Road,Standard,Prepaid,Clear,Medium,11,11.71,0.4078,2098.3,3185.58,3792.37,0.74,0.67,2.56,339.21,7,12,288.5,2,1
21778,20241028,1460,105,3,331,4,142.0,302,Delivered,Road,Standard,Credit Terms,Clear,Low,23,11.21,1.3567,556.8,976.32,5071.6,0.57,1.62,0.73,91.14,3,3,71.8,0,0
21779,20240322,1726,128,9,382,23,523.0,104,Delivered,Road,Express,COD,Storm,High,10,108.54,0.3088,1978.4,3508.45,5076.89,0.07,1.04,1.49,411.14,4,9,212.0,0,1
21780,20230406,2882,135,10,480,18,351.0,349,Delivered,Rail,Express,Prepaid,Fog,Medium,3,12.86,0.3611,1607.3,2235.45,6343.37,1.63,0.73,1.49,179.93,4,4,94.0,1,0
21781,20221004,667,740,9,294,18,818.0,197,Delivered,Air,Standard,Prepaid,Rain,Low,7,16.16,0.4941,2000.0,2221.4,6711.95,1.66,0.55,4.48,177.06,6,12,312.5,3,1
21782,20240103,1861,648,8,195,24,653.0,263,Delivered,Road,Standard,Prepaid,Clear,High,20,42.76,3.2782,1508.6,2425.88,3109.24,0.86,0.69,7.04,174.59,5,4,95.0,1,0
21783,20230418,1758,754,10,23,9,77.0,266,Delivered,Air,Standard,Prepaid,Clear,High,19,62.84,1.0847,601.3,806.67,8574.33,1.92,0.75,2.6,76.68,3,5,127.9,0,1
21784,20240626,2863,252,9,430,8,829.0,157,Delivered,Sea,Standard,COD,Clear,Medium,8,23.92,0.1638,818.5,1437.95,2251.06,1.53,1.47,4.53,79.29,4,4,95.9,3,0
21785,20220827,1287,276,8,83,20,278.0,333,Delivered,Road,Standard,Prepaid,Rain,Medium,16,29.69,7.8205,2165.8,3560.06,4947.7,1.06,0.88,1.89,219.02,7,6,153.6,0,0
21786,20230725,543,225,6,78,1,612.0,253,Delivered,Road,Express,Credit Terms,Clear,Low,5,10.65,0.2557,1649.8,1720.07,1113.21,2.38,0.62,3.76,272.77,4,4,95.5,1,0
21787,20220505,1677,618,10,317,20,499.0,149,Delivered,Road,Standard,Prepaid,Storm,Low,2,11.43,0.1524,577.4,719.85,4062.05,1.59,0.98,1.62,88.55,3,2,48.4,0,0
21788,20240222,2567,607,3,331,7,310.0,125,Delivered,Road,Standard,Prepaid,Rain,Medium,9,10.36,0.6204,2125.5,2723.31,2676.93,1.62,1.01,5.39,187.69,7,6,158.8,1,0
21789,20230314,484,738,5,90,25,532.0,2,Delivered,Rail,Express,Prepaid,Fog,Medium,16,27.8,0.3017,2210.3,2920.54,3982.75,2.03,1.57,4.1,423.89,4,11,252.9,0,1
21790,20220731,2150,228,3,404,8,819.0,81,Delivered,Road,Same-Day,Prepaid,Clear,High,19,95.26,1.569,1578.0,2805.15,4962.51,1.21,1.21,2.3,280.03,1,1,25.4,2,0
21791,20230901,1520,736,4,302,13,723.0,228,Delivered,Rail,Standard,Prepaid,Clear,Medium,22,69.47,7.2458,1115.9,1724.9,3408.61,1.61,0.92,5.15,114.16,4,11,250.4,3,1
21792,20230919,2387,761,8,333,21,870.0,241,In Transit,Road,Express,Credit Terms,Fog,High,4,0.12,0.3531,809.1,1424.61,1211.53,1.49,1.07,2.31,102.07,2,2,49.5,0,0
21793,20221128,950,92,5,375,25,15.0,73,Delivered,Sea,Express,COD,Fog,Medium,19,57.38,2.66,2075.1,3608.7,5632.96,1.52,0.62,1.06,287.3,4,3,68.4,0,0
21794,20241026,2561,278,1,248,26,497.0,161,Delivered,Road,Express,COD,Clear,Low,16,65.14,3.8276,1269.7,2245.47,4773.27,2.41,1.15,3.88,111.18,3,3,67.0,1,0
21795,20220324,432,135,2,171,8,638.0,202,Delivered,Sea,Standard,Prepaid,Clear,Low,8,38.83,0.9189,499.6,641.54,5366.1,0.61,1.21,0.49,69.85,3,3,75.1,0,0
21796,20221231,1589,784,2,488,26,276.0,69,Delivered,Rail,Standard,COD,Clear,Medium,9,25.92,0.4166,324.7,429.55,1467.81,3.24,0.59,1.32,36.82,2,2,46.9,2,0
21797,20221001,1502,393,4,385,14,498.0,159,Cancelled,Road,Express,COD,Clear,Medium,11,31.44,0.9978,1252.3,1666.48,5527.46,2.71,1.37,3.73,180.68,3,3,74.8,1,0
21798,20241011,840,10,3,106,14,721.0,282,Delivered,Air,Standard,COD,Clear,Low,12,56.4,0.4847,1335.5,2342.63,8374.35,2.16,1.1,8.04,150.03,5,5,131.2,2,0
21799,20220927,416,442,6,167,19,864.0,98,Delivered,Road,Express,COD,Fog,Low,13,12.38,0.6701,1714.9,2903.63,3874.45,1.81,1.35,1.83,249.13,4,3,74.5,2,0
21800,20220830,2833,144,3,236,30,236.0,269,Delivered,Air,Same-Day,COD,Clear,Low,19,114.18,1.0225,975.2,2376.59,4594.72,1.38,1.32,0.61,88.6,1,1,25.8,1,0
21801,20231010,1282,276,5,411,18,725.0,105,Delivered,Rail,Express,Prepaid,Clear,Medium,12,25.24,4.3814,1154.2,1575.81,2940.38,2.08,1.14,1.81,208.95,3,3,74.5,2,0
21802,20221013,2785,461,6,15,11,431.0,34,Delivered,Rail,Standard,COD,Clear,Low,22,12.48,0.7246,1559.0,2364.5,826.87,0.6,1.01,2.53,221.12,5,4,100.6,2,0
21803,20221106,970,62,10,275,2,272.0,120,Delivered,Road,Express,Prepaid,Extreme Heat,Medium,20,69.28,0.8506,1541.7,2781.6,1366.82,1.89,0.86,5.37,172.54,3,3,79.2,0,0
21804,20220926,1929,731,6,486,27,382.0,147,Delivered,Road,Standard,COD,Clear,Medium,21,12.51,1.8227,1255.9,1985.55,1835.99,2.22,1.68,3.9,173.08,5,5,114.0,1,0
21805,20230809,1630,344,6,107,11,17.0,62,Delivered,Rail,Standard,COD,Clear,Medium,19,31.42,2.2802,995.7,1671.22,4662.68,1.68,1.72,3.66,164.98,4,8,178.9,0,1
21806,20240331,1210,518,6,278,25,217.0,255,Delivered,Road,Standard,Prepaid,Clear,Low,17,34.83,5.6846,2205.4,3160.52,5782.91,1.01,1.22,3.38,309.99,7,7,165.9,0,0
21807,20230531,1452,225,8,439,10,501.0,248,Delivered,Road,Standard,Credit Terms,Clear,Low,24,33.29,1.1054,1553.2,1582.52,2975.44,1.23,0.9,3.36,206.69,5,5,127.9,3,0
21808,20240902,765,615,2,383,4,683.0,194,Delivered,Rail,Same-Day,Prepaid,Clear,Low,6,38.08,0.6068,1512.1,2517.72,6293.14,1.4,1.39,4.36,181.75,1,1,23.3,0,0
21809,20221019,404,359,10,172,30,467.0,139,Delivered,Road,Standard,Credit Terms,Clear,High,9,26.75,0.2253,1991.5,2170.95,1704.78,2.43,1.17,5.99,203.23,6,5,120.9,1,0
21810,20240715,2007,413,1,37,3,686.0,21,Delivered,Rail,Express,Credit Terms,Extreme Heat,Low,4,9.24,0.3421,715.2,832.27,3244.76,1.2,1.8,3.86,,2,5,121.9,1,1
21811,20240323,838,219,5,1,30,786.0,252,Delivered,Road,Standard,COD,Clear,High,18,22.01,,1844.4,1865.63,3234.43,2.06,0.7,4.05,375.17,6,5,126.7,2,0
21812,20220322,1592,150,7,291,7,472.0,118,Delivered,Road,Standard,Credit Terms,Clear,High,1,2.96,0.0492,736.8,1087.26,4829.99,2.27,1.0,5.53,133.08,3,3,74.4,2,0
21813,20240102,1671,349,5,215,11,90.0,204,Delivered,Road,Same-Day,Prepaid,Rain,Medium,3,2.71,0.5804,1296.2,2131.58,1298.95,2.16,0.48,2.76,128.24,1,1,22.2,2,0
21814,20241224,2993,256,1,413,5,765.0,112,Delivered,Road,Standard,Credit Terms,Rain,Medium,5,1.43,0.2314,1913.2,2421.91,873.75,1.87,1.3,2.75,333.22,6,5,108.9,1,0
21815,20240116,2502,471,6,253,24,529.0,80,Delivered,Air,Same-Day,Prepaid,Rain,Medium,4,,0.2881,1560.7,2378.42,2414.95,1.45,2.2,3.85,190.49,1,9,212.4,0,1
21816,20221010,556,472,6,140,2,355.0,207,Delivered,Road,Standard,Credit Terms,Clear,Low,23,187.27,0.8319,801.1,1582.37,8425.11,0.49,1.02,2.97,99.32,4,3,79.8,2,0
21817,20230421,178,289,5,326,17,897.0,113,Delivered,Road,Standard,Prepaid,Clear,Low,16,34.53,1.0354,1505.6,2320.76,5218.25,0.77,1.46,3.64,144.08,5,5,122.5,1,0
21818,20240810,2902,108,1,200,30,595.0,149,Delivered,Rail,Standard,Credit Terms,Clear,Low,21,88.58,2.3687,627.2,1264.37,4484.82,1.91,1.64,3.5,57.1,3,3,71.6,3,0
21819,20221213,273,169,4,144,12,23.0,324,Delivered,Air,Standard,Prepaid,Clear,Medium,9,13.23,0.2357,487.3,554.15,3685.53,0.65,1.26,5.08,,3,2,49.0,0,0
21820,20230606,2144,217,1,435,6,852.0,89,Delivered,Road,Express,COD,Clear,Medium,16,41.91,2.1624,393.5,671.89,8595.86,1.96,0.49,3.61,44.79,2,1,23.7,2,0
21821,20231010,2391,318,2,436,24,49.0,148,Delivered,Road,Standard,Prepaid,Clear,Medium,16,24.4,2.5039,1591.5,2331.02,2062.62,1.23,1.7,5.07,232.71,5,4,88.4,0,0
21822,20240626,2598,603,6,400,19,784.0,117,Delivered,Road,Express,Prepaid,Storm,High,20,19.67,2.8022,799.3,931.09,1664.76,1.29,1.6,4.19,128.05,2,8,196.5,3,1
21823,20241117,1020,209,3,500,29,3.0,40,Delivered,Road,Same-Day,Prepaid,Clear,Medium,7,18.8,0.5209,885.6,1588.59,5047.51,0.6,0.78,3.52,144.68,1,1,24.6,1,0
21824,20240212,1048,591,1,227,14,606.0,149,Delivered,Road,Standard,COD,Clear,High,2,9.04,0.0471,583.9,959.7,5881.27,2.85,0.94,5.24,101.39,3,3,77.5,1,0
21825,20230421,771,52,6,182,11,53.0,226,Delivered,Road,Standard,COD,Clear,Low,19,21.41,1.4022,1203.4,2041.0,7656.06,1.5,1.35,2.69,177.05,5,5,122.0,2,0
21826,20230326,507,523,3,190,10,46.0,115,Delivered,Rail,Same-Day,Credit Terms,Storm,Medium,17,73.86,1.9024,1993.8,3061.46,4372.73,3.56,1.29,4.62,191.77,1,6,147.5,2,1
21827,20231231,689,508,4,12,6,204.0,120,Delivered,Road,Standard,Prepaid,Clear,Low,4,10.69,0.4516,1556.2,1447.69,6309.14,1.93,0.52,1.27,262.55,5,5,110.8,1,0
21828,20220323,608,635,1,435,17,216.0,236,Delivered,Road,Express,Prepaid,Clear,Medium,7,3.15,0.5283,556.6,1051.6,3565.34,1.25,0.3,3.07,90.75,2,1,23.1,1,0
21829,20230430,2913,508,5,375,29,594.0,163,Delivered,Road,Express,Prepaid,Clear,Medium,10,26.34,1.3497,638.6,888.33,7803.12,1.57,0.07,1.93,124.42,2,1,26.1,2,0
21830,20230125,1457,253,7,88,20,87.0,204,Delivered,Road,Standard,Prepaid,Rain,LOW,13,34.8,1.8553,1262.3,1213.8,5166.56,0.99,1.22,3.19,207.04,5,10,229.2,2,1
21831,20241019,1533,255,4,169,22,453.0,73,Delivered,Road,Standard,COD,Storm,Medium,24,40.37,4.0271,2211.3,2004.46,4203.7,1.36,0.64,1.45,218.55,7,14,334.6,1,1
21832,20240726,1878,648,5,77,22,896.0,161,Delivered,Sea,Express,COD,Clear,High,6,16.38,0.9503,1118.0,1373.65,5577.74,1.55,1.16,2.63,140.51,3,3,72.3,1,0
21833,20221018,483,768,3,281,7,78.0,5,Delivered,Road,Same-Day,Prepaid,Fog,Medium,11,15.37,0.4852,545.2,1010.0,8640.58,1.12,0.93,3.8,79.95,1,1,22.3,2,0
21834,20231220,2965,408,6,327,24,836.0,200,Delivered,Road,Standard,Prepaid,Clear,Medium,2,6.66,0.1024,1104.7,1257.29,6681.17,0.34,0.74,4.56,152.62,4,3,73.2,3,0
21835,20230518,1219,632,4,230,1,321.0,205,Delivered,Road,Standard,Prepaid,Storm,High,14,55.79,1.5218,1613.0,1897.0,6474.45,1.44,0.82,2.66,183.66,6,5,118.8,1,0
21836,20240629,1524,788,9,345,14,217.0,60,Delivered,Road,Standard,COD,,Low,8,30.34,0.8229,1485.7,2338.36,2809.65,3.56,2.15,7.16,191.83,5,4,88.8,1,0
21837,20230626,782,722,3,207,20,366.0,152,Delivered,Air,Standard,COD,Clear,Low,7,10.12,1.9405,560.8,728.67,6682.07,0.1,0.8,1.81,67.62,3,2,49.9,0,0
21838,20231205,898,28,6,391,5,180.0,241,Delivered,Road,Standard,COD,Clear,Medium,3,9.19,1.0797,736.5,1004.82,6604.46,1.8,1.11,5.37,100.76,3,2,50.2,1,0
21839,20240309,507,376,3,448,19,571.0,142,Delivered,Road,Standard,Prepaid,Storm,Medium,8,1.85,0.6024,1366.5,1724.25,2040.52,2.32,0.71,3.97,179.9,5,5,113.0,2,0
21840,20240621,1512,482,1,112,3,173.0,338,Delivered,Road,Standard,Prepaid,Clear,High,18,81.86,1.0399,1803.8,2622.78,3100.36,1.82,2.2,3.01,275.65,6,6,141.4,2,0
21841,20240301,2936,420,9,420,7,235.0,324,Delivered,Road,Standard,Credit Terms,Fog,Low,11,24.46,1.222,467.8,802.73,3541.74,1.25,1.67,2.39,74.72,3,2,50.5,2,0
21842,20221122,58,470,8,267,23,423.0,53,Delivered,Road,Standard,Prepaid,Rain,Low,23,110.39,4.5423,1808.9,1956.27,7140.56,1.63,0.84,2.35,260.88,6,13,314.7,0,1
21843,20240321,1336,554,1,413,20,5.0,92,Delivered,Air,Express,Prepaid,Clear,High,15,55.43,0.7879,2003.7,2139.09,3632.13,2.56,0.98,1.75,322.97,4,3,67.2,1,0
21844,20221213,1173,183,1,285,29,20.0,112,Returned,Road,Standard,Prepaid,Fog,Medium,15,28.11,3.1943,1742.2,2518.18,6600.51,1.9,1.0,2.3,188.46,6,5,114.3,1,0
21845,20240314,2074,471,10,166,5,58.0,206,Delivered,Rail,Same-Day,Prepaid,Clear,Low,4,11.19,0.3265,1551.1,2395.1,7136.14,0.78,1.38,4.09,227.41,1,1,24.9,0,0
21846,20241106,2222,534,8,381,26,72.0,210,Delivered,Road,Standard,Prepaid,Clear,Medium,13,194.83,1.7654,458.2,939.49,4266.37,1.77,0.68,2.96,40.49,3,2,47.5,1,0
21847,20230530,2696,535,1,352,13,46.0,290,In Transit,Road,Express,COD,Rain,High,17,23.41,0.3978,2186.1,2642.09,4551.26,1.36,1.29,2.27,338.81,4,4,89.2,1,0
21848,20240905,767,469,2,3,24,221.0,126,Delivered,Road,Same-Day,COD,Clear,Medium,13,76.25,0.1565,1447.6,2283.02,5571.89,2.11,2.5,4.06,177.79,1,7,168.1,1,1
21849,20220620,617,346,5,326,10,742.0,160,Delivered,Air,Standard,Credit Terms,Rain,High,11,20.16,0.8491,465.4,752.72,4664.85,3.04,0.98,2.59,83.87,3,3,73.1,1,0
21850,20230411,1440,286,4,105,24,539.0,172,Delivered,Air,Standard,Prepaid,Clear,High,7,9.77,0.6485,1979.8,3103.39,906.82,1.38,0.85,6.21,313.38,6,11,275.7,5,1
21851,20240812,385,107,9,40,26,16.0,264,Delivered,Road,Standard,COD,Storm,Low,21,156.89,2.9642,349.0,1147.11,3857.42,2.75,0.48,4.27,33.47,2,2,47.5,1,0
21852,20240311,1446,608,7,244,22,18.0,160,Delivered,Road,Same-Day,Credit Terms,Rain,High,4,34.53,0.2139,442.3,1244.86,4310.71,0.52,0.49,1.33,88.37,1,1,25.4,0,0
21853,20221223,781,650,10,147,9,254.0,196,Delivered,Road,Same-Day,Prepaid,Fog,Low,18,115.4,1.3726,957.2,1955.01,2757.31,1.16,1.34,3.69,145.65,1,1,23.2,3,0
21854,20230703,941,789,3,92,26,30.0,33,Delivered,Air,Standard,COD,Clear,Medium,9,36.72,1.313,1875.5,1853.68,5164.94,0.69,0.71,2.84,231.25,6,5,112.7,3,0
21855,20220501,2138,310,3,216,9,315.0,123,Delivered,Road,Standard,Prepaid,Rain,High,24,52.94,4.1539,1971.2,2163.08,3083.44,2.06,0.62,0.6,428.72,6,13,315.2,3,1
21856,20240613,450,170,7,291,4,609.0,159,Delivered,Rail,Standard,Credit Terms,Storm,Medium,12,8.79,0.8053,1343.9,1949.53,1071.93,1.2,1.14,2.35,174.39,5,4,91.2,1,0
21857,20220522,1146,487,9,420,23,731.0,318,Delivered,Road,Standard,Credit Terms,Clear,Medium,17,77.6,2.3237,618.6,1334.69,4422.45,1.15,1.02,3.92,66.08,3,2,47.7,1,0
21858,20230911,2029,481,9,137,7,472.0,40,Delivered,road,Express,COD,Clear,High,11,42.94,0.7141,938.5,1671.87,4045.13,2.78,1.07,6.1,156.95,3,2,47.0,1,0
21859,20230627,1468,296,5,224,1,699.0,132,Delivered,Road,Standard,Credit Terms,Fog,Low,13,52.34,0.4868,1050.3,1662.52,4572.47,2.47,0.45,1.59,174.05,4,3,74.7,1,0
21860,20231109,2569,275,4,116,3,546.0,225,Delivered,Road,Express,Prepaid,Rain,High,3,10.58,0.1901,2174.5,2482.2,3333.79,1.87,2.01,1.86,446.52,4,3,68.0,0,0
21861,20230412,61,386,2,296,22,643.0,161,In Transit,Air,Standard,Prepaid,Clear,Medium,14,20.39,2.8043,1194.4,1548.95,3348.9,0.64,0.41,0.77,195.61,4,4,90.5,2,0
21862,20220404,1224,340,8,226,2,206.0,107,Delivered,Road,Standard,COD,Clear,Low,5,40.78,0.4186,1182.2,1269.79,2080.16,0.17,1.13,3.51,106.97,4,4,97.3,1,0
21863,20231229,13,512,7,456,2,582.0,227,Delivered,Rail,Express,Credit Terms,Clear,Low,19,17.05,4.8555,501.5,723.76,4365.12,1.79,1.01,3.04,,2,1,23.1,2,0
21864,20240907,188,580,7,241,30,854.0,12,Delivered,Road,Standard,COD,Clear,Low,2,4.32,0.2023,1507.0,1567.97,4526.67,1.04,0.59,5.15,231.65,5,4,89.5,1,0
21865,20231102,1222,463,2,447,2,533.0,208,Delivered,Road,Express,Prepaid,Clear,High,8,149.57954221027558,1.0336,1583.3,1923.69,3741.25,1.75,1.33,2.07,184.34,3,2,49.1,0,0
21866,20220217,754,549,6,260,21,819.0,307,Delivered,Air,Standard,COD,Rain,Medium,24,23.01,4.0792,898.2,1115.79,2149.96,1.66,1.12,5.04,112.07,4,4,96.1,0,0
21867,20220428,452,113,9,141,15,859.0,180,Delivered,Air,Express,Prepaid,Clear,Medium,1,3.89,0.035,456.0,799.19,5490.98,1.77,0.97,2.96,62.01,2,1,25.7,2,0
21868,20221029,2880,251,8,365,11,595.0,278,Delivered,Rail,Standard,Prepaid,Clear,High,19,30.2,0.7865,877.9,1523.8,3916.97,2.12,1.85,3.15,,4,11,279.0,1,1
21869,20221122,2374,189,5,121,29,5.0,242,Delivered,Road,Standard,COD,Storm,Low,4,29.98,0.6316,414.4,670.65,4287.23,1.2,0.94,3.92,59.62,3,3,73.1,1,0
21870,20220515,1303,639,8,491,11,419.0,218,Delivered,Road,Standard,Prepaid,Clear,Low,9,38.12,1.4152,430.0,575.93,2607.86,1.34,2.53,4.99,54.28,3,3,68.6,3,0
21871,20240909,2854,140,5,375,5,448.0,243,In Transit,Road,Standard,Prepaid,Clear,Medium,10,45.69,2.5341,1299.8,1404.93,5007.16,1.83,0.82,5.13,188.16,5,5,124.7,1,0
21872,20240319,254,695,7,126,12,187.0,343,Delivered,Road,Standard,COD,Storm,Medium,15,91.45,1.0738,2050.4,2575.92,2224.69,1.95,0.42,0.73,250.21,7,7,178.5,0,0
21873,20240420,2778,461,8,138,10,597.0,186,Delivered,Air,Express,Prepaid,Clear,Medium,8,4.69,0.2467,715.2,856.91,5960.15,1.51,1.02,3.43,107.83,2,7,182.8,0,1
21874,20241121,2630,140,9,319,24,205.0,98,Delivered,Road,Standard,COD,Clear,High,10,41.71,2.4158,1984.6,2608.37,3168.01,2.47,0.56,7.43,384.0,6,12,277.9,0,1
21875,20240812,1397,316,3,293,21,567.0,177,Delivered,Road,Standard,Prepaid,Clear,Medium,3,11.05,0.1915,1990.2,2168.86,995.59,1.92,0.95,3.23,290.99,6,6,154.4,1,0
21876,20220707,2137,45,8,323,3,269.0,168,Delivered,Road,Standard,COD,Clear,Medium,4,31.51,0.7398,699.9,845.46,3333.63,1.77,1.45,3.21,77.6,3,3,67.9,0,0
21877,20220125,861,198,3,92,27,882.0,58,Delivered,Road,Standard,Prepaid,Clear,Medium,22,30.07,2.3141,1089.0,1118.42,2464.5,1.86,0.52,2.01,165.85,4,3,70.8,0,0
21878,20240310,2896,482,5,411,27,807.0,334,Delivered,Road,Express,Prepaid,Extreme Heat,High,6,26.28,0.2319,2188.4,3303.4,4629.56,0.79,0.85,3.45,471.46,4,4,90.0,0,0
21879,20240926,1452,36,5,235,15,677.0,249,Delivered,Air,Standard,Prepaid,Fog,Medium,8,33.17,0.1373,1256.2,2020.45,6834.7,1.51,0.54,2.68,114.44,5,4,103.7,0,0
21880,20240208,653,419,10,239,12,321.0,127,Delivered,Road,Standard,Prepaid,Extreme Heat,High,11,85.82,0.9741,1808.8,2850.18,5963.28,1.83,0.94,3.26,288.48,6,6,142.8,4,0
21881,20240801,313,615,3,177,15,537.0,347,Delivered,Air,Express,COD,Rain,High,23,150.69,2.5942,481.2,1306.03,6400.71,2.64,0.87,2.14,84.71,2,2,48.5,3,0
21882,20231029,2095,194,4,133,16,751.0,111,Returned,Air,Same-Day,Prepaid,Extreme Heat,Medium,15,46.41,0.4276,1303.5,2158.46,1128.69,0.95,0.3,2.42,149.35,1,1,24.3,5,0
21883,20230511,2832,44,6,136,10,246.0,102,Delivered,Road,Express,COD,Clear,High,15,59.0,4.0653,2131.8,2621.27,4020.82,2.17,1.98,2.98,379.95,4,11,286.7,1,1
21884,20220523,2073,499,1,63,14,248.0,72,In Transit,Sea,Express,COD,Clear,Medium,1,2.24,0.0832,1141.8,1408.4,1749.51,3.8,1.49,3.41,186.53,3,3,75.5,1,0
21885,20240109,2014,305,1,330,12,807.0,71,Delivered,Rail,Standard,COD,Storm,Medium,23,145.82,2.8072,1349.2,1850.94,6533.23,1.7,0.98,4.03,127.29,5,5,127.2,0,0
21886,20221116,2364,328,10,187,30,394.0,211,Delivered,Road,Standard,Prepaid,Storm,Low,8,45.94,0.6663,620.9,832.79,2605.85,2.05,0.65,5.55,68.04,3,3,65.5,1,0
21887,20221026,860,365,2,396,5,291.0,329,Delivered,Air,Express,Prepaid,Clear,Medium,16,62.66,0.8179,1819.4,2778.09,1914.09,1.79,1.68,4.53,184.02,4,11,251.4,2,1
21888,20240817,1013,471,7,351,2,476.0,193,Delivered,Rail,Standard,Prepaid,,Medium,23,64.74,1.8511,1844.1,1759.02,4189.71,1.32,0.7,2.07,323.97,6,6,141.3,2,0
21889,20231223,2278,363,6,55,4,643.0,144,Delivered,Road,Standard,COD,Rain,Medium,13,62.88,0.8898,1079.3,1318.43,7032.01,0.2,0.85,2.87,162.3,4,4,103.3,2,0
21890,20230503,1945,243,7,303,5,4.0,288,Delivered,Road,Express,Prepaid,Clear,Low,10,45.8,0.1296,1497.7,2628.06,3537.46,2.24,1.62,6.24,119.97,3,2,46.3,2,0
